time_cons,time,nt11_comb,nt11_glb,nt11_lcl,filename_glb,filename_lcl
0.0,0.0,25.0,25.0,,b_c0000-000-000_d010-010-010_track001.csv,
4.658260822296143,0.0,25.0,,25.0,,b_c0000-000-000_d010-010-010_run_L000.csv
4.6583108222948795,4.999999873689376e-05,1530.9993647822628,,1530.9993647822628,,b_c0000-000-000_d010-010-010_run_L000.csv
4.658311994171527,5.117187538417056e-05,1556.8133273654514,,1556.8133273654514,,b_c0000-000-000_d010-010-010_run_L000.csv
4.658313166044536,5.234374839346856e-05,1580.625489411531,,1580.625489411531,,b_c0000-000-000_d010-010-010_run_L000.csv
4.658314337921183,5.351562504074536e-05,1603.231775354456,,1603.231775354456,,b_c0000-000-000_d010-010-010_run_L000.csv
4.658316095734335,5.5273438192671165e-05,1638.0446426956742,,1638.0446426956742,,b_c0000-000-000_d010-010-010_run_L000.csv
4.658318732454063,5.791015792055987e-05,1681.6261687102142,,1681.6261687102142,,b_c0000-000-000_d010-010-010_run_L000.csv
4.658322687530017,6.186523387441412e-05,1739.7109013310185,,1739.7109013310185,,b_c0000-000-000_d010-010-010_run_L000.csv
4.658326642609609,6.582031346624717e-05,1783.8533630371094,,1783.8533630371094,,b_c0000-000-000_d010-010-010_run_L000.csv
4.658330597689201,6.977539305808023e-05,1803.289998372396,,1803.289998372396,,b_c0000-000-000_d010-010-010_run_L000.csv
4.6583345527615165,7.373046537395567e-05,1814.3461077654804,,1814.3461077654804,,b_c0000-000-000_d010-010-010_run_L000.csv
4.658338507841108,7.768554496578872e-05,1828.168285228588,,1828.168285228588,,b_c0000-000-000_d010-010-010_run_L000.csv
4.6583424629207,8.164062455762178e-05,1850.529552318432,,1850.529552318432,,b_c0000-000-000_d010-010-010_run_L000.csv
4.658346418000292,8.559570414945483e-05,1874.4206497757525,,1874.4206497757525,,b_c0000-000-000_d010-010-010_run_L000.csv
4.658350373079884,8.955078374128789e-05,1894.0696569372103,,1894.0696569372103,,b_c0000-000-000_d010-010-010_run_L000.csv
4.6583543281522,9.350585605716331e-05,1906.000587745949,,1906.000587745949,,b_c0000-000-000_d010-010-010_run_L000.csv
4.658358283231792,9.746093564899638e-05,1909.7359483506943,,1909.7359483506943,,b_c0000-000-000_d010-010-010_run_L000.csv
4.658362238311383,0.0001014160152408,1905.987896954572,,1905.987896954572,,b_c0000-000-000_d010-010-010_run_L000.csv
4.658366193390975,0.0001053710948326,1897.5918601707176,,1897.5918601707176,,b_c0000-000-000_d010-010-010_run_L000.csv
4.658370148470567,0.0001093261744244,1887.6329164858216,,1887.6329164858216,,b_c0000-000-000_d010-010-010_run_L000.csv
