time_cons,time,nt11_comb,nt11_glb,nt11_lcl,filename_glb,filename_lcl
0.0,0.0,25.0,25.0,,b_c0500-011-000_d010-010-010_track001.csv,
4.658260822296143,4.658260822296143,25.0,25.0,,b_c0500-011-000_d010-010-010_track001.csv,
4.660892822314054,0.0026320000179111,25.0,25.0,,b_c0500-011-000_d010-010-010_track001.csv,
4.663524822331965,0.0026320000179111,25.0,25.0,,b_c0500-011-000_d010-010-010_track001.csv,
4.666156822349876,0.0,25.0,,25.0,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666206822348613,4.999999873689376e-05,25.000046412150063,,25.000046412150063,,b_c0500-011-000_d010-010-010_run_L003.csv
4.66625682234735,9.999999747378752e-05,25.00009282430013,,25.00009282430013,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666306822357001,0.0001500000071246,25.00013993581136,,25.00013993581136,,b_c0500-011-000_d010-010-010_run_L003.csv
4.6663193223503185,0.0001625000004423,25.00015157063802,,25.00015157063802,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666331822343636,0.0001749999937601,25.000163714090984,,25.000163714090984,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666344322351506,0.0001875000016298,25.000176111857098,,25.000176111857098,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666356822344824,0.0001999999949475,25.00018755594889,,25.00018755594889,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666369322352693,0.0002125000028172,25.00019969940185,,25.00019969940185,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666381822346011,0.000224999996135,25.00021203358968,,25.00021203358968,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666394322353881,0.0002375000040046,25.000223700205485,,25.000223700205485,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666397447348572,0.0002406249986961,25.000227292378742,,25.000227292378742,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666400572343264,0.0002437499933876,25.00023015340169,,25.00023015340169,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666405259864405,0.0002484375145286,25.00023454030355,,25.00023454030355,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666409947356442,0.0002531250065658,25.00023883183797,,25.00023883183797,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666414634848479,0.000257812498603,25.00024398167928,,25.00024398167928,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666421666101087,0.0002648437512107,25.000250180562336,,25.000250180562336,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666428697353695,0.0002718750038184,25.00025755564372,,25.00025755564372,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666435728606302,0.0002789062564261,25.000264167785645,,25.000264167785645,,b_c0500-011-000_d010-010-010_run_L003.csv
4.66644275985891,0.0002859375090338,25.00027141571045,,25.00027141571045,,b_c0500-011-000_d010-010-010_run_L003.csv
4.6664533067378215,0.0002964843879453,25.00028158823649,,25.00028158823649,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666463853587629,0.0003070312377531,25.000291760762533,,25.000291760762533,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666474400466541,0.0003175781166646,25.00030218760173,,25.00030218760173,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666484947345452,0.0003281249955762,25.000312582651773,,25.000312582651773,,b_c0500-011-000_d010-010-010_run_L003.csv
4.666495494224364,0.0003386718744877,25.00032304128011,,25.00032304128011,,b_c0500-011-000_d010-010-010_run_L003.csv
4.6665060411032755,0.0003492187533993,25.00033356348673,,25.00033356348673,,b_c0500-011-000_d010-010-010_run_L003.csv
