time,nt11
0.0,25.0
1.0,25.0
2.0,25.0
3.0,25.0
4.0,25.0
4.6929402351379395,25.0
4.693940162658691,3696.9243432907833
4.694940090179443,2953.9689512706937
4.695940017700195,2463.9742794945128
4.696939945220947,2152.4203160603843
4.697939872741699,1927.7893516903832
4.698939800262451,1758.1770357404437
4.699940204620361,1629.581900823684
4.700940132141113,1524.2923351469494
4.701940059661865,1436.3431734357562
4.702939987182617,1361.6258839198522
4.703939914703369,1297.231082371303
4.704939842224121,1241.0463180541992
4.705939769744873,1191.5028613862537
4.706940174102783,1147.4120959327333
4.707940101623535,1107.856944492885
4.717939853668213,875.8722877502441
4.727940082550049,740.8114406040737
4.737939834594727,656.0490739004953
4.7479400634765625,593.6212000165667
4.75793981552124,545.7256840297154
4.767940044403076,507.7640570685977
4.777939796447754,476.8613176799956
4.78794002532959,451.13707324436734
4.797939777374268,429.31706501188734
4.8079400062561035,410.5121400923956
4.8179402351379395,394.0859025319417
4.827939987182617,379.57234900338307
4.837940216064453,366.6230297996884
4.847939968109131,354.972285316104
4.857940196990967,344.4139209020706
4.8679399490356445,334.7852343604678
4.8779401779174805,325.95590246291385
4.887939929962158,317.82009260995045
4.897940158843994,310.29080327351886
4.907939910888672,303.29570743015836
4.917940139770508,296.77408999488466
4.9279398918151855,290.6745107741583
4.9379401206970215,284.95304925101146
4.947939872741699,279.5719330197289
4.957940101623535,274.49846049717496
4.967939853668213,269.7041584196545
4.977940082550049,265.16410101027714
4.987939834594727,260.85636193411693
4.9979400634765625,256.7615598951067
5.00793981552124,252.8625103632609
5.017940044403076,249.14389328729538
5.027939796447754,245.59202003479004
5.03794002532959,242.19461127689905
5.047939777374268,238.94062387375604
5.0579400062561035,235.82008743286133
5.0679402351379395,232.82397846948533
5.077939987182617,229.94411645616805
5.087940216064453,227.17305478595551
5.097939968109131,224.50400461469377
5.107940196990967,221.93076310838973
5.1179399490356445,219.4476486387707
5.1279401779174805,217.04944519769577
5.137939929962158,214.73135657537551
5.147940158843994,212.48896117437454
5.157939910888672,210.31818031129382
5.167940139770508,208.2152382986886
5.1779398918151855,206.17663751329695
5.1879401206970215,204.1991362344651
5.197939872741699,202.2797117687407
5.207940101623535,200.415557043893
5.217939853668213,198.60405249822708
5.227940082550049,196.84275127592542
5.237939834594727,195.12936596643357
5.2479400634765625,193.46175479888916
5.25793981552124,191.8379077911377
5.267940044403076,190.25593880244665
5.277939796447754,188.71407658713204
5.28794002532959,187.21064939953033
5.297939777374268,185.74408608391172
5.3079400062561035,184.31290435791016
5.3179402351379395,182.91570250193277
5.327939987182617,180.35264782678513
5.337940216064453,179.4404696055821
5.347939968109131,178.33511030106317
5.357940196990967,177.1732358932495
5.3679399490356445,176.0002409617106
5.3779401779174805,174.83305526915052
5.387939929962158,173.6790233339582
5.397940158843994,172.54164137159074
5.407939910888672,171.42262249901182
5.417940139770508,170.32276598612467
5.4279398918151855,169.24235316685267
5.4379401206970215,168.18137150719053
5.447939872741699,167.13962591262091
5.457940101623535,165.37721833728608
5.467939853668213,164.60739807855515
5.477940082550049,163.72571418398903
5.487939834594727,162.81687840961274
5.4979400634765625,161.90595731281098
5.50793981552124,161.00152833121163
5.517940044403076,160.1070969445365
5.527939796447754,159.22427477155412
5.53794002532959,158.35383224487305
5.547939777374268,157.49611968085878
5.5579400062561035,156.6512508392334
5.5679402351379395,155.81919783637636
5.577939987182617,154.32416498093377
5.587940216064453,153.74235384804862
5.597939968109131,153.04926231929235
5.607940196990967,152.32313791910806
5.6179399490356445,151.58899629683722
5.6279401779174805,150.85600762140183
5.637939929962158,150.1281525293986
5.647940158843994,149.4073655718849
5.657939910888672,148.6946470169794
5.667940139770508,147.99052025022962
5.6779398918151855,147.29524249122255
5.6879401206970215,146.60891269502184
5.697939872741699,145.9315339951288
5.707940101623535,144.63963376908075
5.717939853668213,144.18943709418886
5.727940082550049,143.63305872962587
5.737939834594727,143.04331933884393
5.7479400634765625,142.44340165456137
5.75793981552124,141.84183488573348
5.767940044403076,141.2423866362799
5.777939796447754,140.64695308321998
5.78794002532959,140.0565715063186
5.797939777374268,139.4718315941947
5.8079400062561035,138.89306949433825
5.8179402351379395,138.3204701287406
5.827939987182617,137.16960534595307
5.837940216064453,136.80580434345063
5.847939968109131,136.34087930406844
5.857940196990967,135.84297738756453
5.8679399490356445,135.33383192334855
5.8779401779174805,134.82147457486107
5.887939929962158,134.30948089417956
5.897940158843994,133.79967821212043
5.907939910888672,133.2930863244193
5.917940139770508,132.7903081348964
5.9279398918151855,132.29170949118478
5.9379401206970215,131.7975109191168
5.947939872741699,131.30784180050804
5.957940101623535,130.27386118116834
5.967939853668213,129.97756596973963
5.977940082550049,129.58512941996256
5.987939834594727,129.16054666609992
5.9979400634765625,128.72424098423548
6.00793981552124,128.28376990272886
6.017940044403076,127.84250990549724
6.027939796447754,127.40219738369896
6.03794002532959,126.96381335031418
6.047939777374268,126.52794903800601
6.0579400062561035,126.09497167950585
6.0679402351379395,125.66511508396694
6.077939987182617,124.71853088197254
6.087940216064453,124.46957402002243
6.097939968109131,124.12864376249767
6.107940196990967,123.75637408665249
6.1179399490356445,123.37213502611432
6.1279401779174805,122.98311458315167
6.137939929962158,122.59253881091163
6.147940158843994,122.20207713899158
6.157939910888672,121.81268369583856
6.167940139770508,121.4249399503072
6.1779398918151855,121.03921599615188
6.1879401206970215,120.6557521593003
6.197939872741699,120.27470674968902
6.207940101623535,119.40362062908355
6.217939853668213,119.19265224820091
6.227940082550049,118.89400127955845
6.237939834594727,118.5650809378851
6.2479400634765625,118.22423546654838
6.25793981552124,117.87827712013608
6.267940044403076,117.53026928220477
6.277939796447754,117.18180193219867
6.28794002532959,116.8337881224496
6.297939777374268,116.48679020291283
6.3079400062561035,116.14116918473016
6.3179402351379395,115.79716366813297
6.327939987182617,114.98540782928467
6.337940216064453,114.80221591676984
6.347939968109131,114.53493706385295
6.357940196990967,114.23830874760945
6.3679399490356445,113.92983234496344
6.3779401779174805,113.61601913542975
6.387939929962158,113.29980473291306
6.397940158843994,112.98271917161487
6.407939910888672,112.66564787001838
6.417940139770508,112.34913803282238
6.4279398918151855,112.03354649316697
6.4379401206970215,111.71911241894676
6.447939872741699,111.40599995567685
6.457940101623535,110.64722042992001
6.467939853668213,110.48664417720977
6.477940082550049,110.2457212266468
6.487939834594727,109.97655530202957
6.4979400634765625,109.69580604916527
6.50793981552124,109.40967001233783
6.517940044403076,109.12094309216454
6.527939796447754,108.83108593168713
6.53794002532959,108.54094298680623
6.547939777374268,108.2510407538641
6.5579400062561035,107.96172262373425
6.5679402351379395,107.67322267804828
6.577939987182617,106.95789230437506
6.587940216064453,106.81453050885882
6.597939968109131,106.59398505801246
6.607940196990967,106.34612065269833
6.6179399490356445,106.08689022064209
6.6279401779174805,105.82223465329125
6.637939929962158,105.55484135945638
6.647940158843994,105.28611623673211
6.657939910888672,105.01687687919254
6.667940139770508,104.74763506934757
6.6779398918151855,104.47872681844802
6.6879401206970215,104.21038209824334
6.6929402351379395,104.0763738495963
7.6929402351379395,82.57245620091756
8.011690139770508,77.33799051103138
8.012689590454102,2567.994780313401
8.013689994812012,2623.125662667411
8.014690399169922,2308.714426676432
8.015689849853516,2078.9091807774134
8.016690254211426,1901.5183516002837
8.01768970489502,1766.519407363165
8.01869010925293,1655.0378926595051
8.019689559936523,1561.4232355753581
8.020689964294434,1481.6474082583472
8.021690368652344,1412.782605489095
8.022689819335938,1352.6606034778413
8.023690223693848,1299.6472331455775
8.024689674377441,1252.4904450916108
8.025690078735352,1210.2163550967261
8.026689529418945,1172.0567888532366
8.036689758300781,935.3979875473749
8.046689987182617,807.4598722912017
8.056690216064453,722.6035317920503
8.066690444946289,659.5837033589681
8.076689720153809,610.9173333304269
8.086689949035645,572.1455554053897
8.09669017791748,540.4553219023205
8.106690406799316,513.9916053953625
8.116689682006836,491.4876978737967
8.126689910888672,472.0535093035017
8.136690139770508,455.0480273110526
8.146690368652344,439.99941226414273
8.156689643859863,426.5533551715669
8.1666898727417,414.43885866800946
8.176690101623535,403.4450847989037
8.186690330505371,393.40540440877277
8.19668960571289,384.18620609101794
8.206689834594727,375.6789382752918
8.216690063476562,367.79432778131394
8.226690292358398,360.4581710270473
8.236689567565918,353.60817309788297
8.246689796447754,347.1915734608968
8.25669002532959,341.1633255368187
8.266690254211426,335.4846946171352
8.276689529418945,330.12215650649296
8.286689758300781,325.0465195973714
8.296689987182617,320.2322292327881
8.306690216064453,315.6568117595854
8.316690444946289,311.30040023440404
8.326689720153809,307.1453657604399
8.336689949035645,303.1760116758801
8.34669017791748,299.3782942635672
8.356690406799316,295.73962375095914
8.366689682006836,292.2486682165237
8.376689910888672,288.8952017284575
8.386690139770508,285.6699648357573
8.396690368652344,282.5645630246117
8.406689643859863,279.57134946187335
8.4166898727417,276.68335687546505
8.426690101623535,273.89421962556384
8.436690330505371,271.19809922717866
8.44668960571289,268.58964129856656
8.456689834594727,266.06391743251254
8.466690063476562,263.61639013744536
8.476690292358398,261.2428644271124
8.486689567565918,258.93946220761256
8.496689796447754,256.7025926680792
8.50669002532959,254.52891876584007
8.516690254211426,252.41534242175874
8.526689529418945,250.35897541046143
8.536689758300781,248.35712428320022
8.546689987182617,246.40727724347795
8.556690216064453,244.50708171299524
8.566690444946289,242.65433652060372
8.576689720153809,240.8469777334304
8.586689949035645,239.08306639535087
8.59669017791748,237.36078030722481
8.606690406799316,235.67840439932687
8.616689682006836,234.0343230565389
8.626689910888672,232.42701189858573
8.636690139770508,230.8550318309239
8.646690368652344,229.31702205113
8.656689643859863,227.8116950534639
8.6666898727417,226.3378320875622
8.676690101623535,224.89427698226203
8.686690330505371,223.47993292127336
8.69668960571289,222.09375740232923
8.706689834594727,220.73476210094634
8.716690063476562,219.40200356074743
8.726690292358398,218.0945865994408
8.736689567565918,216.81165581657774
8.746689796447754,215.55239768255325
8.75669002532959,214.31603499821253
8.766690254211426,213.10182603200278
8.776689529418945,211.90906106858026
8.786689758300781,210.73706349872407
8.796689987182617,209.5851853688558
8.806690216064453,208.45280488332114
8.816690444946289,207.33932894752138
8.826689720153809,206.24418767293295
8.836689949035645,205.1668354216076
8.84669017791748,204.10674803597587
8.856690406799316,203.06342347462973
8.866689682006836,202.03637772514708
8.876689910888672,201.0251485279628
8.886690139770508,200.02928892771402
8.896690368652344,199.04837017967589
8.906689643859863,198.08198016030448
8.9166898727417,197.1297224135626
8.926690101623535,196.19121269952683
8.936690330505371,195.26608421688988
8.94668960571289,194.35398160843621
8.956689834594727,193.45456323169526
8.966690063476562,192.56749729883103
8.976690292358398,191.69246628170922
8.986689567565918,190.82916386922201
8.996689796447754,189.9772904259818
9.00669002532959,189.1365623474121
9.016690254211426,188.30670156933013
9.026689529418945,187.48743947347006
9.036689758300781,186.6785167058309
9.046689987182617,185.87968476613364
9.056690216064453,185.09070001329695
9.066690444946289,184.311328570048
9.076689720153809,183.5413442339216
9.086689949035645,182.7805261157808
9.09669017791748,182.0286625453404
9.106690406799316,181.28554453168596
9.116689682006836,180.55097530001686
9.126689910888672,179.82476048242478
9.136690139770508,179.1067101160685
9.146690368652344,178.39664568219865
9.156689643859863,177.69438761756533
9.1666898727417,176.99976444244385
9.176690101623535,176.31261053539458
9.186690330505371,175.63276413508825
9.19668960571289,174.96006856645857
9.206689834594727,174.29437096913657
9.216690063476562,173.63552379608154
9.226690292358398,172.98338231586274
9.236689567565918,172.33780765533447
9.246689796447754,171.69866321200416
