time_cons,time,nt11,filename
0.0,0.0,25.0,b_c0200-014-006_d010-010-010_track001.csv
4.658260822296143,4.658260822296143,25.0,b_c0200-014-006_d010-010-010_track001.csv
4.659822822315618,0.0015620000194758,25.0,b_c0200-014-006_d010-010-010_track001.csv
4.661384822335094,0.0015620000194758,102.68844689263238,b_c0200-014-006_d010-010-010_track001.csv
4.66294682235457,0.0015620000194758,240.4780544704861,b_c0200-014-006_d010-010-010_track001.csv
4.664508822374046,0.0015620000194758,224.9722561306424,b_c0200-014-006_d010-010-010_track001.csv
4.666070822393522,0.0015620000194758,204.07015652126736,b_c0200-014-006_d010-010-010_track001.csv
4.6676328224129975,0.0015620000194758,186.65226576063367,b_c0200-014-006_d010-010-010_track001.csv
4.669194822432473,0.0015620000194758,172.30411105685764,b_c0200-014-006_d010-010-010_track001.csv
4.670756822451949,0.0015620000194758,161.06153700086804,b_c0200-014-006_d010-010-010_track001.csv
4.672318822471425,0.0015620000194758,152.77267116970486,b_c0200-014-006_d010-010-010_track001.csv
4.673980822437443,0.0016619999660179,145.44708930121527,b_c0200-014-006_d010-010-010_track001.csv
4.673980822437443,0.0,145.44708930121527,b_c0200-014-006_d010-010-010_track002.csv
4.675542822456919,0.0015620000194758,139.9633314344618,b_c0200-014-006_d010-010-010_track002.csv
4.6771048224763945,0.0015620000194758,135.17088487413196,b_c0200-014-006_d010-010-010_track002.csv
4.67866682249587,0.0015620000194758,130.93908013237848,b_c0200-014-006_d010-010-010_track002.csv
4.680228822515346,0.0015620000194758,127.16854180230035,b_c0200-014-006_d010-010-010_track002.csv
4.681790822534822,0.0015620000194758,123.78235202365452,b_c0200-014-006_d010-010-010_track002.csv
4.683352822554298,0.0015620000194758,120.7200690375434,b_c0200-014-006_d010-010-010_track002.csv
4.684914822573774,0.0015620000194758,117.93370564778644,b_c0200-014-006_d010-010-010_track002.csv
4.686476822593249,0.0015620000194758,226.5242173936632,b_c0200-014-006_d010-010-010_track002.csv
4.688038822612725,0.0015620000194758,398.72703043619794,b_c0200-014-006_d010-010-010_track002.csv
4.689700822578743,0.0016619999660179,318.59865315755206,b_c0200-014-006_d010-010-010_track002.csv
4.689700822578743,0.0,318.59865315755206,b_c0200-014-006_d010-010-010_track003.csv
4.691262822598219,0.0015620000194758,278.38907199435766,b_c0200-014-006_d010-010-010_track003.csv
4.692824822617695,0.0015620000194758,544.8763563368055,b_c0200-014-006_d010-010-010_track003.csv
4.6943868226371706,0.0015620000194758,493.46446397569446,b_c0200-014-006_d010-010-010_track003.csv
4.695948822656646,0.0015620000194758,409.40794542100696,b_c0200-014-006_d010-010-010_track003.csv
4.697510822676122,0.0015620000194758,361.8177083333333,b_c0200-014-006_d010-010-010_track003.csv
4.699072822695598,0.0015620000194758,334.19818793402777,b_c0200-014-006_d010-010-010_track003.csv
4.700634822715074,0.0015620000194758,315.037604437934,b_c0200-014-006_d010-010-010_track003.csv
4.70219682273455,0.0015620000194758,300.3290744357639,b_c0200-014-006_d010-010-010_track003.csv
4.7037588227540255,0.0015620000194758,288.4207288953993,b_c0200-014-006_d010-010-010_track003.csv
4.705420822720043,0.0016619999660179,277.85332573784723,b_c0200-014-006_d010-010-010_track003.csv
4.705720822734293,0.0003000000142492,276.00853135850696,b_c0200-014-006_d010-010-010_track003.csv
4.706020822748542,0.0006000000284984,274.2233479817708,b_c0200-014-006_d010-010-010_track003.csv
4.706320822704583,0.00089999998454,272.49456108940973,b_c0200-014-006_d010-010-010_track003.csv
